Date,City,District_Code,Division_Type,Frontage,Bedroom,Restroom,Floor,Ground_Area,Living_Area,Price
2023-06-01, TPHCM,DBINHTHANHHCM,Urban,1,3,4,5.0,72,360.0,1850
2023-06-01, TPHCM,DPHUNHUANHCM,Urban,0,3,4,4.0,60,240.0,1860
2023-06-01, TPHCM,D7HCM,Urban,1,4,4,3.0,68,204.0,9500
2023-06-01, TPHCM,D7HCM,Urban,0,4,3,3.0,57,171.0,5500
2023-06-01, TPHCM,D7HCM,Urban,0,1,1,2.0,50,100.0,3900
2023-06-01, TPHCM,SDNHABEHCM,Suburban,0,1,1,4.0,55,220.0,3900
2023-06-01, TPHCM,D7HCM,Urban,1,1,1,6.0,439,2634.0,99900
2023-06-01, TPHCM,D7HCM,Urban,0,1,1,2.0,66,132.0,5400
2023-06-01, TPHCM,SDNHABEHCM,Suburban,1,1,1,2.0,220,440.0,29000
2023-06-01, TPHCM,D7HCM,Urban,0,1,1,3.0,68,204.0,7200
2023-06-01, TPHCM,D7HCM,Urban,0,1,1,2.0,40,80.0,5700
2023-06-01, TPHCM,SDNHABEHCM,Suburban,1,1,1,2.0,207,414.0,12000
2023-06-01, TPHCM,SDNHABEHCM,Suburban,1,1,1,3.0,90,270.0,7500
2023-06-01, TPHCM,D7HCM,Urban,0,1,1,2.0,68,136.0,3750
2023-06-01, TPHCM,D7HCM,Urban,0,1,1,4.0,78,312.0,8300
2023-06-01, TPHCM,SDNHABEHCM,Suburban,1,4,4,3.0,81,243.0,5800
2023-06-01, TPHCM,SDNHABEHCM,Suburban,0,1,1,4.0,33,132.0,2350
2023-06-01, TPHCM,D1HCM,Urban,0,1,1,4.0,90,360.0,15000
2023-06-01, TPHCM,D4HCM,Urban,1,1,1,2.0,19,38.0,4500
2023-06-01, TPHCM,SDNHABEHCM,Suburban,0,1,1,3.0,70,210.0,4850
2023-06-01, TPHCM,SDNHABEHCM,Suburban,0,1,1,3.0,27,81.0,1750
2023-06-01, TPHCM,SDNHABEHCM,Suburban,0,1,1,4.0,100,400.0,9700
2023-06-01, TPHCM,D7HCM,Urban,0,2,2,2.0,23,46.0,1750
2023-06-01, TPHCM,SDNHABEHCM,Suburban,0,1,1,3.0,28,84.0,1400
2023-06-01, TPHCM,SDNHABEHCM,Suburban,1,1,1,3.0,120,360.0,4500
2023-06-01, TPHCM,SDNHABEHCM,Suburban,0,1,1,4.0,68,272.0,4000
2023-06-01, TPHCM,SDNHABEHCM,Suburban,0,2,2,3.0,48,144.0,4500
2023-06-01, TPHCM,D7HCM,Urban,0,1,1,3.0,25,75.0,2550
2023-06-01, TPHCM,SDNHABEHCM,Suburban,0,1,1,3.0,18,54.0,1680
2023-06-01, TPHCM,D7HCM,Urban,0,1,1,4.0,64,256.0,8400
2023-06-01, TPHCM,D7HCM,Urban,1,1,1,3.0,493,1479.0,43160
2023-06-01, TPHCM,D7HCM,Urban,0,1,1,5.0,500,2500.0,68000
2023-06-01, TPHCM,D7HCM,Urban,0,1,1,2.0,66,132.0,4350
2023-06-01, TPHCM,D7HCM,Urban,0,3,2,3.0,32,96.0,3500
2023-06-01, TPHCM,D7HCM,Urban,0,1,1,3.0,58,174.0,8500
2023-06-01, TPHCM,D7HCM,Urban,0,1,1,3.0,59,177.0,6050
2023-06-01, TPHCM,D7HCM,Urban,1,1,1,3.0,198,594.0,18500
2023-06-01, TPHCM,D7HCM,Urban,0,1,1,3.0,50,150.0,7200
2023-06-01, TPHCM,SDNHABEHCM,Suburban,1,1,1,3.0,80,240.0,5800
2023-06-01, TPHCM,SDNHABEHCM,Suburban,0,1,1,3.0,52,156.0,4900
2023-06-01, TPHCM,D7HCM,Urban,0,1,1,4.0,50,200.0,6200
2023-06-01, TPHCM,D7HCM,Urban,0,4,4,4.0,72,288.0,10600
2023-06-01, TPHCM,D7HCM,Urban,1,1,1,6.0,93,558.0,24500
2023-06-01, TPHCM,D7HCM,Urban,0,1,1,2.0,124,248.0,12500
2023-06-01, TPHCM,D7HCM,Urban,0,1,1,3.0,92,276.0,6300
2023-06-01, TPHCM,D7HCM,Urban,1,1,1,3.0,493,1479.0,43000
2023-06-01, TPHCM,D4HCM,Urban,1,1,1,2.0,126,252.0,8800
2023-06-01, TPHCM,SDNHABEHCM,Suburban,1,1,1,3.0,140,420.0,8900
2023-06-01, TPHCM,D7HCM,Urban,0,1,1,2.0,77,154.0,8100
2023-06-01, TPHCM,SDNHABEHCM,Suburban,1,1,1,3.0,80,240.0,6000
2023-06-01, TPHCM,SDNHABEHCM,Suburban,0,1,1,4.0,56,224.0,3950
2023-06-01, TPHCM,D7HCM,Urban,0,1,1,2.0,90,180.0,7200
2023-06-01, TPHCM,DGOVAPHCM,Urban,0,2,2,2.0,32,64.0,3400
2023-06-01, TPHCM,DBINHTHANHHCM,Urban,0,4,4,5.0,96,480.0,9500
2023-06-01, TPHCM,DGOVAPHCM,Urban,0,4,4,4.0,44,176.0,6450
2023-06-01, TPHCM,D7HCM,Urban,0,4,5,2.0,92,184.0,18500
2023-06-01, TPHCM,DPHUNHUANHCM,Urban,0,3,3,3.0,46,138.0,5900
2023-06-01, TPHCM,DTANBINHHCM,Urban,0,3,3,4.0,37,148.0,6500
2023-06-01, TPHCM,DBINHTANHCM,Urban,0,4,5,4.0,80,320.0,5950
2023-06-01, TPHCM,DTANBINHHCM,Urban,0,5,4,5.0,52,260.0,6100
2023-06-01, TPHCM,D8HCM,Urban,0,3,3,2.0,45,90.0,4500
2023-06-01, TPHCM,DTANBINHHCM,Urban,0,4,2,3.0,47,141.0,5550
2023-05-31, TPHCM,D7HCM,Urban,0,1,1,5.0,40,200.0,2550
2023-05-31, TPHCM,SDNHABEHCM,Suburban,0,1,1,2.0,36,72.0,1790
2023-05-31, TPHCM,D7HCM,Urban,0,1,1,2.0,19,38.0,2000
2023-05-31, TPHCM,SDNHABEHCM,Suburban,0,1,1,3.0,96,288.0,5100
2023-05-31, TPHCM,D7HCM,Urban,0,1,1,2.0,48,96.0,3500
2023-05-31, TPHCM,D7HCM,Urban,1,1,1,3.0,493,1479.0,41790
2023-05-31, TPHCM,SDNHABEHCM,Suburban,1,1,1,3.0,576,1728.0,20000
2023-05-31, TPHCM,D7HCM,Urban,1,1,1,3.0,192,576.0,14500
2023-05-31, TPHCM,D7HCM,Urban,0,1,1,2.0,32,64.0,2650
2023-05-31, TPHCM,D7HCM,Urban,0,1,1,2.0,44,88.0,3950
2023-05-31, TPHCM,D7HCM,Urban,0,1,1,3.0,44,132.0,4600
2023-05-31, TPHCM,DBINHTANHCM,Urban,0,26,26,5.0,165,825.0,12990
2023-05-31, TPHCM,DBINHTANHCM,Urban,0,2,2,2.0,55,110.0,2900
2023-05-31, TPHCM,DBINHTANHCM,Urban,0,3,2,3.0,33,99.0,3150
2023-05-31, TPHCM,DBINHTANHCM,Urban,0,2,3,3.0,48,144.0,4199
2023-05-31, TPHCM,DBINHTANHCM,Urban,0,4,4,4.0,64,256.0,5300
2023-05-31, TPHCM,DBINHTANHCM,Urban,0,5,2,2.0,63,126.0,4698
2023-05-31, TPHCM,DBINHTANHCM,Urban,0,3,3,2.0,132,264.0,5349
2023-05-31, TPHCM,D6HCM,Urban,0,3,2,2.0,41,82.0,3200
2023-05-31, TPHCM,DBINHTANHCM,Urban,1,3,3,3.0,40,120.0,4100
2023-05-31, TPHCM,DBINHTANHCM,Urban,0,4,4,5.0,50,250.0,4700
2023-05-31, TPHCM,DBINHTANHCM,Urban,0,3,3,3.0,60,180.0,4250
2023-05-31, TPHCM,D6HCM,Urban,1,3,2,2.0,40,80.0,4300
2023-05-31, TPHCM,D6HCM,Urban,0,3,3,2.0,50,100.0,4600
2023-05-31, TPHCM,DBINHTANHCM,Urban,1,3,4,5.0,60,300.0,4800
2023-05-31, TPHCM,DTANBINHHCM,Urban,1,4,5,3.0,121,363.0,5220
2023-05-31, TPHCM,D10HCM,Urban,0,4,4,3.0,46,138.0,3620
2023-05-31, TPHCM,D4HCM,Urban,0,2,2,2.0,36,72.0,1355
2023-05-31, TPHCM,DGOVAPHCM,Urban,0,4,5,2.0,86,172.0,1730
2023-05-31, TPHCM,DBINHTANHCM,Urban,0,2,2,2.0,75,150.0,1690
2023-05-31, TPHCM,DGOVAPHCM,Urban,0,4,5,5.0,56,280.0,1840
2023-05-31, TPHCM,DTANBINHHCM,Urban,0,3,3,3.0,49,147.0,2750
2023-05-31, TPHCM,D1HCM,Urban,0,2,2,2.0,35,70.0,2860
2023-05-31, TPHCM,DPHUNHUANHCM,Urban,0,4,3,3.0,47,141.0,2350
2023-05-31, TPHCM,D7HCM,Urban,0,2,2,2.0,40,80.0,1890
2023-05-31, TPHCM,D4HCM,Urban,1,4,3,3.0,40,120.0,3150
2023-05-31, TPHCM,D7HCM,Urban,0,2,2,2.0,48,96.0,1950
2023-05-31, TPHCM,DGOVAPHCM,Urban,0,2,3,2.0,52,104.0,1840
2023-05-31, TPHCM,DBINHTHANHHCM,Urban,0,4,5,3.0,40,120.0,2050
2023-05-31, TPHCM,DBINHTHANHHCM,Urban,1,2,3,2.0,58,116.0,1760
2023-05-31, TPHCM,DBINHTHANHHCM,Urban,0,2,2,2.0,52,104.0,1250
2023-05-31, TPHCM,DTANBINHHCM,Urban,0,2,2,2.0,62,124.0,2980
2023-05-31, TPHCM,D7HCM,Urban,0,3,2,2.0,50,100.0,2430
2023-05-31, TPHCM,D6HCM,Urban,0,4,5,3.0,56,168.0,1950
2023-05-31, TPHCM,D8HCM,Urban,0,2,3,3.0,54,162.0,2070
2023-05-31, TPHCM,DTANBINHHCM,Urban,0,2,3,2.0,62,124.0,3050
2023-05-31, TPHCM,DTHUDUCHCM,Urban,0,2,2,2.0,38,76.0,1680
2023-05-31, TPHCM,D3HCM,Urban,0,3,3,3.0,52,156.0,2750
2023-05-31, TPHCM,DTANBINHHCM,Urban,0,4,5,3.0,60,180.0,2420
2023-05-31, TPHCM,D6HCM,Urban,0,5,6,3.0,64,192.0,2235
2023-05-31, TPHCM,D8HCM,Urban,0,3,2,2.0,50,100.0,1680
2023-05-31, TPHCM,D10HCM,Urban,0,3,4,3.0,74,222.0,4230
2023-05-31, TPHCM,DTHUDUCHCM,Urban,0,3,3,3.0,53,159.0,1709
2023-05-31, TPHCM,D6HCM,Urban,0,4,3,3.0,42,126.0,2050
2023-05-31, TPHCM,D10HCM,Urban,0,2,2,2.0,42,84.0,1750
2023-05-31, TPHCM,DGOVAPHCM,Urban,0,4,3,4.0,56,224.0,1960
2023-05-31, TPHCM,D7HCM,Urban,0,4,5,4.0,53,212.0,3350
2023-05-31, TPHCM,D9TDHCM,Urban,1,2,3,2.0,66,132.0,2180
2023-05-31, TPHCM,D4HCM,Urban,1,3,3,3.0,50,150.0,3150
2023-05-31, TPHCM,D9TDHCM,Urban,0,2,1,2.0,67,134.0,1270
2023-05-31, TPHCM,DTANPHUHCM,Urban,1,2,2,2.0,53,106.0,1970
2023-05-31, TPHCM,D4HCM,Urban,1,2,2,2.0,43,86.0,2770
2023-05-31, TPHCM,DTHUDUCHCM,Urban,0,4,5,3.0,75,225.0,2650
2023-05-31, TPHCM,DBINHTANHCM,Urban,0,2,2,2.0,50,100.0,1575
2023-05-31, TPHCM,DPHUNHUANHCM,Urban,0,3,4,3.0,55,165.0,2680
2023-05-31, TPHCM,D4HCM,Urban,0,3,4,3.0,45,135.0,1850
2023-05-31, TPHCM,DPHUNHUANHCM,Urban,1,4,5,3.0,62,186.0,3240
2023-05-31, TPHCM,DTHUDUCHCM,Urban,0,5,6,4.0,58,232.0,2780
2023-05-31, TPHCM,D6HCM,Urban,0,2,2,2.0,55,110.0,1675
2023-05-31, TPHCM,D3HCM,Urban,0,3,4,3.0,54,162.0,2750
2023-05-31, TPHCM,D11HCM,Urban,0,3,3,3.0,49,147.0,1890
2023-05-31, TPHCM,D1HCM,Urban,0,2,2,2.0,47,94.0,2530
2023-05-31, TPHCM,D6HCM,Urban,0,3,3,3.0,43,129.0,2160
2023-05-31, TPHCM,D1HCM,Urban,0,4,4,3.0,44,132.0,3050
2023-05-31, TPHCM,D6HCM,Urban,1,3,4,2.0,55,110.0,2890
2023-05-31, TPHCM,DGOVAPHCM,Urban,0,4,5,3.0,58,174.0,2450
2023-05-31, TPHCM,D8HCM,Urban,0,3,4,3.0,50,150.0,1720
2023-05-31, TPHCM,D10HCM,Urban,0,2,2,2.0,39,78.0,1630
2023-05-31, TPHCM,D4HCM,Urban,0,3,3,3.0,51,153.0,1950
2023-05-31, TPHCM,DTANBINHHCM,Urban,0,4,5,4.0,61,244.0,3120
2023-05-31, TPHCM,D6HCM,Urban,0,2,2,2.0,48,96.0,1860
2023-05-31, TPHCM,D10HCM,Urban,0,4,5,3.0,66,198.0,3420
2023-05-31, TPHCM,DTANBINHHCM,Urban,0,4,5,3.0,52,156.0,2050
2023-05-31, TPHCM,DGOVAPHCM,Urban,0,3,3,3.0,62,186.0,1540
2023-05-31, TPHCM,D11HCM,Urban,0,4,5,3.0,40,120.0,2250
2023-05-31, TPHCM,DPHUNHUANHCM,Urban,0,4,5,3.0,49,147.0,1680
2023-05-31, TPHCM,D7HCM,Urban,1,4,5,3.0,58,174.0,3150
2023-05-31, TPHCM,DGOVAPHCM,Urban,0,2,2,2.0,50,100.0,1960
2023-05-31, TPHCM,D6HCM,Urban,0,2,2,2.0,528,1056.0,1720
2023-05-31, TPHCM,D7HCM,Urban,0,2,2,2.0,35,70.0,1680
2023-05-31, TPHCM,D7HCM,Urban,0,2,3,2.0,50,100.0,1470
2023-05-31, TPHCM,D4HCM,Urban,0,5,6,4.0,57,228.0,2936
2023-05-31, TPHCM,DTHUDUCHCM,Urban,0,3,2,2.0,60,120.0,2130
2023-05-31, TPHCM,D11HCM,Urban,0,2,3,2.0,40,80.0,1476
2023-05-31, TPHCM,DBINHTANHCM,Urban,0,4,3,3.0,60,180.0,3000
2023-05-31, TPHCM,D10HCM,Urban,0,3,3,3.0,52,156.0,2450
2023-05-31, TPHCM,DTHUDUCHCM,Urban,0,2,2,2.0,74,148.0,1578
2023-05-31, TPHCM,DBINHTANHCM,Urban,0,3,2,3.0,58,174.0,4500
2023-05-31, TPHCM,DGOVAPHCM,Urban,0,4,5,3.0,56,168.0,2160
2023-05-31, TPHCM,D6HCM,Urban,0,2,2,3.0,37,111.0,3600
2023-05-31, TPHCM,DBINHTANHCM,Urban,0,3,2,2.0,66,132.0,4400
2023-05-31, TPHCM,DTANPHUHCM,Urban,0,4,4,2.0,80,160.0,1788
2023-05-31, TPHCM,D6HCM,Urban,0,7,7,5.0,100,500.0,12500
2023-05-31, TPHCM,DBINHTHANHHCM,Urban,0,3,3,3.0,49,147.0,2340
2023-05-31, TPHCM,DBINHTHANHHCM,Urban,0,2,2,2.0,46,92.0,1720
2023-05-31, TPHCM,D7HCM,Urban,0,4,4,3.0,68,204.0,1465
2023-05-31, TPHCM,DPHUNHUANHCM,Urban,0,3,3,4.0,30,120.0,4200
2023-05-31, TPHCM,D7HCM,Urban,0,2,3,2.0,43,86.0,1540
2023-05-31, TPHCM,DTANBINHHCM,Urban,1,3,3,3.0,60,180.0,6500
2023-05-31, TPHCM,DTHUDUCHCM,Urban,1,4,5,3.0,200,600.0,15000
2023-05-31, TPHCM,D9TDHCM,Urban,0,22,24,5.0,100,500.0,17000
2023-05-31, TPHCM,DGOVAPHCM,Urban,1,5,6,5.0,56,280.0,4220
2023-05-31, TPHCM,D2TDHCM,Urban,1,3,4,3.0,80,240.0,10000
2023-05-31, TPHCM,DTHUDUCHCM,Urban,0,5,5,5.0,119,595.0,21500
2023-05-31, TPHCM,DTANBINHHCM,Urban,0,3,3,3.0,51,153.0,1855
2023-05-31, TPHCM,D2TDHCM,Urban,0,26,26,5.0,161,805.0,26000
2023-05-31, TPHCM,D9TDHCM,Urban,1,4,3,3.0,75,225.0,11800
2023-05-31, TPHCM,D6HCM,Urban,0,3,3,2.0,62,124.0,1480
2023-05-31, TPHCM,D9TDHCM,Urban,0,4,4,3.0,140,420.0,11500
2023-05-31, TPHCM,D6HCM,Urban,0,2,2,2.0,1,2.0,1990
2023-05-31, TPHCM,D5HCM,Urban,0,3,3,2.0,58,116.0,1744
2023-05-31, TPHCM,D8HCM,Urban,0,3,3,3.0,52,156.0,1830
2023-05-31, TPHCM,D8HCM,Urban,0,3,2,2.0,68,136.0,4000
2023-05-31, TPHCM,D9TDHCM,Urban,1,3,3,3.0,192,576.0,26500
2023-05-31, TPHCM,DBINHTHANHHCM,Urban,1,3,3,2.0,56,112.0,2460
2023-05-31, TPHCM,DBINHTANHCM,Urban,1,3,2,2.0,56,112.0,3999
2023-05-31, TPHCM,D6HCM,Urban,0,6,4,3.0,80,240.0,5300
2023-05-31, TPHCM,D5HCM,Urban,0,2,2,2.0,1,2.0,2210
2023-05-31, TPHCM,D9TDHCM,Urban,0,3,3,2.0,55,110.0,1735
2023-05-31, TPHCM,D8HCM,Urban,0,3,3,2.0,53,106.0,1760
2023-05-31, TPHCM,DBINHTHANHHCM,Urban,1,4,5,3.0,52,156.0,2770
2023-05-31, TPHCM,DGOVAPHCM,Urban,0,2,2,3.0,1,3.0,1790
2023-05-31, TPHCM,D6HCM,Urban,0,3,3,3.0,62,186.0,1550
2023-05-31, TPHCM,D2TDHCM,Urban,0,4,4,3.0,63,189.0,2050
2023-05-31, TPHCM,D8HCM,Urban,0,3,4,3.0,63,189.0,1960
2023-05-31, TPHCM,D7HCM,Urban,0,3,3,3.0,58,174.0,1940
2023-05-31, TPHCM,D11HCM,Urban,0,3,3,3.0,54,162.0,1640
2023-05-31, TPHCM,D7HCM,Urban,0,3,4,2.0,54,108.0,1693
2023-05-31, TPHCM,D9TDHCM,Urban,1,2,2,2.0,42,84.0,1630
2023-05-31, TPHCM,DTHUDUCHCM,Urban,0,4,4,3.0,62,186.0,1940
2023-05-31, TPHCM,DPHUNHUANHCM,Urban,0,2,2,2.0,61,122.0,2310
2023-05-31, TPHCM,D11HCM,Urban,0,4,4,3.0,59,177.0,2044
2023-05-31, TPHCM,D9TDHCM,Urban,1,2,2,2.0,59,118.0,1630
2023-05-31, TPHCM,DTHUDUCHCM,Urban,0,3,3,3.0,58,174.0,1680
2023-05-31, TPHCM,DGOVAPHCM,Urban,0,3,3,3.0,55,165.0,1655
2023-05-31, TPHCM,D12HCM,Urban,0,3,3,3.0,52,156.0,1430
2023-05-31, TPHCM,D2TDHCM,Urban,0,3,3,2.0,50,100.0,1820
2023-05-31, TPHCM,D7HCM,Urban,0,4,3,3.0,56,168.0,2335
2023-05-31, TPHCM,DTANBINHHCM,Urban,0,2,2,2.0,42,84.0,1630
2023-05-31, TPHCM,DPHUNHUANHCM,Urban,0,3,3,3.0,45,135.0,2270
2023-05-31, TPHCM,DTHUDUCHCM,Urban,0,3,3,2.0,59,118.0,1840
2023-05-31, TPHCM,D8HCM,Urban,0,3,3,2.0,59,118.0,1790
2023-05-31, TPHCM,D11HCM,Urban,0,4,4,3.0,54,162.0,1905
2023-05-31, TPHCM,D6HCM,Urban,0,3,3,3.0,56,168.0,1650
2023-05-31, TPHCM,D12HCM,Urban,0,2,2,2.0,51,102.0,1320
2023-05-31, TPHCM,D4HCM,Urban,0,4,4,3.0,52,156.0,1780
2023-05-31, TPHCM,D9TDHCM,Urban,0,3,3,2.0,58,116.0,1740
2023-05-31, TPHCM,D6HCM,Urban,0,3,3,2.0,57,114.0,1770
2023-05-31, TPHCM,DTANBINHHCM,Urban,0,3,3,2.0,58,116.0,1833
2023-05-31, TPHCM,DGOVAPHCM,Urban,0,3,3,3.0,61,183.0,2360
2023-05-31, TPHCM,DPHUNHUANHCM,Urban,0,3,3,3.0,47,141.0,2430
2023-05-31, TPHCM,D6HCM,Urban,0,3,3,2.0,55,110.0,2570
2023-05-31, TPHCM,DPHUNHUANHCM,Urban,0,3,3,3.0,52,156.0,2520
2023-05-31, TPHCM,D9TDHCM,Urban,0,3,3,2.0,58,116.0,2855
2023-05-31, TPHCM,DGOVAPHCM,Urban,0,3,2,2.0,62,124.0,1600
2023-05-31, TPHCM,DTANPHUHCM,Urban,0,3,2,2.0,79,158.0,1850
2023-05-31, TPHCM,DGOVAPHCM,Urban,0,4,4,3.0,52,156.0,2380
2023-05-31, TPHCM,D6HCM,Urban,0,3,4,3.0,60,180.0,2890
2023-05-31, TPHCM,DTHUDUCHCM,Urban,0,3,3,3.0,52,156.0,2150
2023-05-31, TPHCM,DGOVAPHCM,Urban,0,3,4,3.0,67,201.0,1860
2023-05-31, TPHCM,DBINHTHANHHCM,Urban,0,2,3,3.0,53,159.0,2980
2023-05-31, TPHCM,DBINHTHANHHCM,Urban,1,3,3,3.0,60,180.0,3160
2023-05-31, TPHCM,DBINHTHANHHCM,Urban,0,4,3,3.0,54,162.0,3260
2023-05-31, TPHCM,DBINHTANHCM,Urban,0,3,3,2.0,52,104.0,2950
2023-05-31, TPHCM,DBINHTANHCM,Urban,0,2,2,2.0,52,104.0,1680
2023-05-31, TPHCM,DBINHTANHCM,Urban,0,4,3,3.0,48,144.0,2150
2023-05-31, TPHCM,DGOVAPHCM,Urban,0,5,4,3.0,59,177.0,3490
2023-05-31, TPHCM,DTANBINHHCM,Urban,0,3,3,3.0,55,165.0,1980
2023-05-31, TPHCM,DGOVAPHCM,Urban,0,4,3,3.0,52,156.0,2350
2023-05-31, TPHCM,DPHUNHUANHCM,Urban,0,2,2,2.0,96,192.0,1750
2023-05-31, TPHCM,DPHUNHUANHCM,Urban,0,3,4,3.0,52,156.0,4155
2023-05-31, TPHCM,D7HCM,Urban,0,3,3,2.0,1,2.0,2770
2023-05-31, TPHCM,D12HCM,Urban,0,2,2,2.0,85,170.0,1720
2023-05-31, TPHCM,DPHUNHUANHCM,Urban,0,3,4,3.0,48,144.0,2875
2023-05-31, TPHCM,DPHUNHUANHCM,Urban,0,5,4,3.0,51,153.0,2230
2023-05-31, TPHCM,D7HCM,Urban,0,3,2,2.0,65,130.0,1988
2023-05-31, TPHCM,DBINHTANHCM,Urban,0,4,4,5.0,50,250.0,4700
2023-05-31, TPHCM,D5HCM,Urban,0,3,3,3.0,56,168.0,3030
2023-05-31, TPHCM,DBINHTANHCM,Urban,0,3,2,2.0,50,100.0,3400
2023-05-31, TPHCM,D1HCM,Urban,0,3,3,3.0,1,3.0,2680
2023-05-31, TPHCM,D8HCM,Urban,0,4,4,3.0,60,180.0,2700
2023-05-31, TPHCM,D10HCM,Urban,0,2,2,2.0,50,100.0,2550
2023-05-31, TPHCM,D1HCM,Urban,0,4,4,3.0,65,195.0,4012
2023-05-31, TPHCM,DBINHTANHCM,Urban,0,5,5,4.0,60,240.0,4000
2023-05-31, TPHCM,DBINHTANHCM,Urban,0,3,2,2.0,40,80.0,3900
2023-05-31, TPHCM,D6HCM,Urban,0,3,2,3.0,51,153.0,2535
2023-05-31, TPHCM,DPHUNHUANHCM,Urban,0,3,2,2.0,54,108.0,2745
2023-05-31, TPHCM,D5HCM,Urban,0,3,2,3.0,50,150.0,2995
2023-05-31, TPHCM,DTHUDUCHCM,Urban,0,3,3,2.0,50,100.0,3250
2023-05-31, TPHCM,D7HCM,Urban,0,3,4,3.0,57,171.0,1542
2023-05-31, TPHCM,D4HCM,Urban,0,3,2,2.0,57,114.0,2590
2023-05-31, TPHCM,DGOVAPHCM,Urban,0,2,2,2.0,58,116.0,2650
2023-05-31, TPHCM,D1HCM,Urban,0,2,2,2.0,51,102.0,1652
2023-05-31, TPHCM,D11HCM,Urban,0,2,3,3.0,52,156.0,2750
2023-05-31, TPHCM,D5HCM,Urban,0,2,2,2.0,61,122.0,1455
2023-05-31, TPHCM,D6HCM,Urban,0,4,4,2.0,63,126.0,2770
2023-05-31, TPHCM,D11HCM,Urban,0,4,4,3.0,53,159.0,1789
2023-05-31, TPHCM,D5HCM,Urban,0,3,2,3.0,49,147.0,1675
2023-05-31, TPHCM,DTANBINHHCM,Urban,0,3,3,4.0,70,280.0,2310
2023-05-31, TPHCM,D7HCM,Urban,0,4,3,3.0,53,159.0,2980
2023-05-31, TPHCM,D5HCM,Urban,0,4,4,3.0,52,156.0,1845
2023-05-31, TPHCM,D6HCM,Urban,0,4,3,3.0,53,159.0,2785
2023-05-31, TPHCM,DTANBINHHCM,Urban,0,3,3,2.0,70,140.0,1870
2023-05-31, TPHCM,D8HCM,Urban,1,4,4,3.0,88,264.0,2645
2023-05-31, TPHCM,D5HCM,Urban,0,5,5,2.0,50,100.0,3135
2023-05-31, TPHCM,DTANBINHHCM,Urban,0,2,2,2.0,1,2.0,2550
2023-05-31, TPHCM,DPHUNHUANHCM,Urban,0,2,2,2.0,48,96.0,2675
2023-05-31, TPHCM,D1HCM,Urban,0,2,2,3.0,45,135.0,5451
2023-05-31, TPHCM,D7HCM,Urban,0,3,3,3.0,59,177.0,2910
2023-05-31, TPHCM,D3HCM,Urban,0,3,3,2.0,58,116.0,2640
2023-05-31, TPHCM,D1HCM,Urban,0,2,2,2.0,52,104.0,1651
2023-05-31, TPHCM,DPHUNHUANHCM,Urban,0,3,2,2.0,63,126.0,1100
2023-05-31, TPHCM,DTANBINHHCM,Urban,0,4,5,3.0,54,162.0,1852
2023-05-31, TPHCM,DPHUNHUANHCM,Urban,0,3,4,3.0,58,174.0,2430
2023-05-31, TPHCM,D8HCM,Urban,0,5,2,2.0,53,106.0,3150
2023-05-31, TPHCM,D5HCM,Urban,0,2,2,2.0,52,104.0,2540
2023-05-31, TPHCM,D3HCM,Urban,0,3,2,2.0,54,108.0,4276
2023-05-31, TPHCM,D10HCM,Urban,0,3,3,2.0,1,2.0,1960
2023-05-31, TPHCM,D3HCM,Urban,0,2,3,3.0,48,144.0,3858
2023-05-31, TPHCM,D3HCM,Urban,0,2,2,2.0,65,130.0,2430
2023-05-31, TPHCM,D10HCM,Urban,0,3,3,2.0,50,100.0,3170
2023-05-31, TPHCM,DTANPHUHCM,Urban,0,2,3,3.0,56,168.0,3950
2023-05-31, TPHCM,D7HCM,Urban,0,4,4,3.0,55,165.0,1991
2023-05-31, TPHCM,DTANPHUHCM,Urban,0,4,2,2.0,52,104.0,3380
2023-05-31, TPHCM,DPHUNHUANHCM,Urban,1,3,3,3.0,93,279.0,3820
2023-05-31, TPHCM,D11HCM,Urban,1,2,3,3.0,63,189.0,2955
2023-05-31, TPHCM,D8HCM,Urban,0,2,3,3.0,55,165.0,2580
2023-05-31, TPHCM,D3HCM,Urban,0,3,3,3.0,49,147.0,3274
2023-05-31, TPHCM,D5HCM,Urban,0,2,3,2.0,53,106.0,1890
2023-05-31, TPHCM,DBINHTHANHHCM,Urban,0,3,3,4.0,45,180.0,1792
2023-05-31, TPHCM,D6HCM,Urban,0,3,2,3.0,51,153.0,2665
2023-05-31, TPHCM,D2TDHCM,Urban,0,3,3,3.0,57,171.0,2850
2023-05-31, TPHCM,D6HCM,Urban,0,2,2,3.0,52,156.0,2568
2023-05-31, TPHCM,D6HCM,Urban,0,3,3,3.0,48,144.0,2258
2023-05-31, TPHCM,D3HCM,Urban,0,2,2,2.0,65,130.0,1489
2023-05-31, TPHCM,D4HCM,Urban,0,2,2,2.0,53,106.0,1340
2023-05-31, TPHCM,DGOVAPHCM,Urban,0,2,2,2.0,65,130.0,1985
2023-05-31, TPHCM,D7HCM,Urban,1,4,5,3.0,92,276.0,3652
2023-05-31, TPHCM,D4HCM,Urban,0,2,2,2.0,50,100.0,1995
2023-05-31, TPHCM,D2TDHCM,Urban,0,2,2,2.0,52,104.0,1231
2023-05-31, TPHCM,D3HCM,Urban,0,3,3,3.0,53,159.0,2840
2023-05-31, TPHCM,DTHUDUCHCM,Urban,0,2,2,2.0,48,96.0,1150
2023-05-31, TPHCM,DTANPHUHCM,Urban,0,1,2,2.0,48,96.0,2150
